published_at,cleaned_text,sentiment_score,sentiment,topic
2024-12-20T14:16:20Z,u stock future pare drop data bond gain market wrap u stock future trimmed earlier loss federal reserve preferred measure inflation slightly undershot estimate treasury rallied u stock future trimmed earlier loss federal reserve preferred measure inflation slightly undershot estimate treasury rallied author article bank england governor 8197 char freight rate,-0.0586,negative,freight rates
2024-12-12T21:00:00Z,long u stock keep momentum p 500 index 28 nasdaq composite 36 2024 post long u stock keep momentum appeared first motley fool australia u stock going gangbusters year date amp p 500 index sp inx risen extraordinary 28 28 tech heavy nasdaq composite index nasdaq ixic done eve 4203 char freight rate,-0.4404,negative,freight rates
2024-12-16T09:20:46Z,80 close bridge demo ooida new transparency comment campaign speak win fight ooida president todd spencer also planned nightly 80 closure state used truck sale bucked seasonal trend november trucking news brief monday dec 16 2024 ooida call trucker weigh transparency proposal owner operator independent driver association fighting trucker ad 4819 char freight rate,-0.0772,negative,freight rates
2024-12-09T13:30:00Z,virco report third quarter result robust balance sheet strengthening cash flow school furniture market return pre pandemic seasonal pattern torrance calif dec 09 2024 globe newswire virco mfg corporation nasdaq virc leading manufacturer supplier movable furniture equipment educational environment public space announced result company third quarter ul li capital efficiency improved li li growth shareholder return funded operating cash flow li li quarterly dividend 0 025 per share declared li li traditional seasonality ret 25027 char freight rate,0.9325,positive,freight rates
2024-12-05T13:45:00Z,algorhythm holding inc announces pricing 9 5 million public offering fort lauderdale fl dec 05 2024 globe newswire algorhythm holding inc algorhythm company nasdaq rime ai driven technology consumer electronics holding company announced priced public offering gross proceeds fort lauderdale fl dec 05 2024 globe newswire algorhythm holding inc algorhythm company nasdaq rime ai driven technology consumer electronics holding company announce 8453 char freight rate,-0.4767,negative,freight rates
2024-11-24T10:42:15Z,burning old tv survive toxic trade electrical waste people around world extracting valuable material e waste despite huge health risk e waste trafficked reusable good several poorer country either burnt dumped valuable metal extracted see thick plume smoke rise agbogblosh 7513 char global shipping demand,-0.6307,negative,global shipping demand
2024-12-11T22:13:11Z,best board game played 2024 world board gaming enjoyed bit respite 2024 supply chain issue shipping cost stabilized part giving developer publisher increased feeling certainty point meanwhile direct retail crowdfun world board gaming enjoyed bit respite 2024 supply chain issue shipping cost stabilized part giving developer publisher increased feeling certainty 24200 char global shipping demand,0.9741,positive,global shipping demand
2024-12-15T12:40:55Z,trump tariff could impact tiny home container housing trump tariff could impact tiny home container housingthe tiny home container housing movement captured imagination people seeking affordable sustainable living solution alternative traditional housing surged tiny home container housing movement captured imagination people seeking affordable sustainable living solution alternative traditional housing surged popula 7551 char global shipping demand,0.4767,positive,global shipping demand
2024-12-11T14:59:33Z,2024 short holiday season online shopping create record package surge layering substantial increase package volume higher prioritization expectation faster delivery speed consumer carrier expected deliver 85 million package every day holiday season greater demand expedited shipping photo justin sullivan getty image getty image 5926 char global shipping demand,0.8779,positive,global shipping demand
2024-11-27T20:02:44Z,5 way logistics sustainability work hand hand though frequently thought opposing force smart logistics sustainability capable successfully working hand hand kind business though often thought opposing force logistics sustainability capable successfully working hand hand getty image global logistics industry expected reach 1 6066 char global shipping demand,0.9877,positive,global shipping demand
2024-11-24T10:33:23Z,pakistani capital lockdown march imran khan supporter authority suspend mobile internet service islamabad ex pm supporter plan march seeking release pakistan capital placed security lockdown prevent supporter jailed former prime minister imran khan marching islamabad part nationwide protest seek 2996 char global shipping demand,0.0258,positive,global shipping demand
2024-11-28T14:05:10Z,google statement deceitful shame epic ceo tim sweeney lay smackdown google new statement microsoft always able offer xbox store android epic game tim sweeney pulling punch google issue new new statement long awaited long delayed xbox android gaming store post window phone world microsoft find unenviable position google apple scrap support mobile computing effort whether microsoft edge mi 8236 char global shipping demand,-0.7003,negative,global shipping demand
2024-11-29T01:12:13Z,flight really reach net zero 2050 cost holidaymaker government want tell people going pay argues expert perfect start holiday plane ticket cheap cabin baggage safely stowed engine roaring life pilot announced there need worry abo 9699 char global shipping demand,0.5984,positive,global shipping demand
2024-12-17T13:26:20Z,deck hall moveable wall gift modular real estate leader navigating modern work may feel like real estate move fast enough advance modular furniture construction finally changing game modular furniture construction bringing much needed speed agility slow moving industry getty canadian prime minister justin trudeau said live era pace 7210 char global shipping demand,0.5994,positive,global shipping demand
